RCDTS,School Name,City,SAT Reading Total Students Level 1 PC,SAT Reading Total Students Level 2 PC,SAT Reading Total Students Level 3 PC,SAT Reading Total Students Level 4 PC,SAT Math Total Students Level 1 PC,SAT Math Total Students Level 2 PC,SAT Math Total Students Level 3 PC,SAT Math Total Students Level 4 PC,SAT Reading Total Low Income Students Level 1 PC,SAT Reading Total Low Income Students Level 2 PC,SAT Reading Total Low Income Students Level 3 PC,SAT Reading Total Low Income Students Level 4 PC,SAT Math Total Low Income Students Level 1 PC,SAT Math Total Low Income Students Level 2 PC,SAT Math Total Low Income Students Level 3 PC,SAT Math Total Low Income Students Level 4 PC,Total Students SAT Math Participation PC,Low Income Students SAT Math Participation PC,Total Students SAT ELA Participation PC,Low Income Students SAT ELA Participation PC
1.90E+14,Carol Stream Elem School,Carol Stream,,,,,,,,,,,,,,,,,,,,
1.90E+14,Roy De Shane Elementary School,Carol Stream,,,,,,,,,,,,,,,,,,,,
1.90E+14,Western Trails Elem School,Carol Stream,,,,,,,,,,,,,,,,,,,,
1.90E+14,Elsie C Johnson Elem Sch,Hanover Park,,,,,,,,,,,,,,,,,,,,
1.90E+14,Jay Stream Middle School,Carol Stream,,,,,,,,,,,,,,,,,,,,
1.90E+14,Heritage Lakes Elem School,Carol Stream,,,,,,,,,,,,,,,,,,,,
1.90E+14,Cloverdale  Elem School,Carol Stream,,,,,,,,,,,,,,,,,,,,
1.90E+14,CCSD 93 Early Childhood Cntr,Bloomingdale,,,,,,,,,,,,,,,,,,,,
1.90E+14,,West Chicago,30.3,43.2,19.3,7.2,39.8,33.1,21.3,5.8,40.9,46.8,9.4,2.9,52,33.3,12.9,1.8,99.6,99.4,99.6,99.4
1.90E+14,Community High School,West Chicago,30.1,43.1,19.5,7.3,39.2,33.3,21.5,5.9,40.2,47.3,9.5,3,51.5,33.7,13,1.8,99.6,99.4,99.6,99.4
1.90E+14,,Downers Grove,13.1,35.6,31.7,19.6,15.6,27.4,37.3,19.7,35.3,43.8,13.6,7.2,33.2,38.7,21.7,6.4,99,97.5,99,97.5
1.90E+14,Comm H S Dist 99 - North H S,Downers Grove,11.3,26.3,36,26.5,11.7,21.3,42.1,24.9,40.3,31.9,19.4,8.3,30.6,31.9,29.2,8.3,99.4,97.3,99.4,97.3
1.90E+14,Comm H S Dist 99 - South High Sch,Downers Grove,14.4,43.2,28.4,14,18.4,32.7,33.5,15.4,32.9,49.1,11.2,6.8,33.5,42.2,18.6,5.6,98.9,97.6,98.9,97.6
1.90E+14,,Bensenville,23.6,44.6,25,6.8,31.8,39.7,23.6,4.9,30,45.5,19.7,4.7,38.5,37.6,20.7,3.3,98.9,98.6,98.9,98.6
1.90E+14,Fenton High School,Bensenville,23.1,44.9,25.1,6.9,31.1,39.9,24,5,30,45.7,19.5,4.8,38.1,37.6,21,3.3,99.7,99.5,99.7,99.5
1.90E+14,,Roselle,11.4,40.6,30.6,17.5,17.8,33.5,35.6,13.1,22.8,58.4,14.9,4,38.6,35.6,24.8,1,100,100,100,100
1.90E+14,Lake Park High School,Roselle,11.3,40.4,30.7,17.6,17.4,33.7,35.7,13.2,22.8,58.4,14.9,4,38.6,35.6,24.8,1,100,100,100,100
1.90E+14,,Burr Ridge,,,,,,,,,,,,,,,,,,,,
1.90E+14,Burr Ridge Middle School,Burr Ridge,,,,,,,,,,,,,,,,,,,,
1.90E+14,Anne M Jeans Elem School,Willowbrook,,,,,,,,,,,,,,,,,,,,
1.90E+14,,Clarendon Hills,,,,,,,,,,,,,,,,,,,,
1.90E+14,Hinsdale Middle School,Hinsdale,,,,,,,,,,,,,,,,,,,,
1.90E+14,Clarendon Hills Middle School,Clarendon Hills,,,,,,,,,,,,,,,,,,,,
1.90E+14,Elm Elem School,Burr Ridge,,,,,,,,,,,,,,,,,,,,
1.90E+14,Madison Elem School,Hinsdale,,,,,,,,,,,,,,,,,,,,
1.90E+14,Monroe Elem School,Hinsdale,,,,,,,,,,,,,,,,,,,,
1.90E+14,Oak Elem School,Hinsdale,,,,,,,,,,,,,,,,,,,,
1.90E+14,Prospect Elem School,Clarendon Hills,,,,,,,,,,,,,,,,,,,,
1.90E+14,The Lane Elem School,Hinsdale,,,,,,,,,,,,,,,,,,,,
1.90E+14,Walker School,Clarendon Hills,,,,,,,,,,,,,,,,,,,,
1.90E+14,,Wheaton,13.2,30.3,34.1,22.4,18.4,29.6,36.3,15.7,33.2,41.5,21.2,4.1,43.3,34.1,19.4,3.2,98.8,98.2,98.8,98.2
1.90E+14,Wheaton Warrenville South H S,Wheaton,12.1,33.2,34.7,20,19.8,29.8,37,13.4,35.1,41.5,18.1,5.3,52.1,25.5,19.1,3.2,98.1,95.9,98.1,95.9
1.90E+14,Wheaton North High School,Wheaton,13.9,27.6,33.7,24.9,16.6,29.4,36,18,32.2,41.3,23.1,3.3,36.4,40.5,19.8,3.3,99.4,100,99.4,100
1.90E+14,Monroe Middle School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Edison Middle School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Franklin Middle School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Hubble Middle School,Warrenville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Emerson Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Hawthorne Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Lincoln Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Longfellow Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Lowell Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Madison Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Pleasant Hill Elem School,Winfield,,,,,,,,,,,,,,,,,,,,
1.90E+14,Carl Sandburg Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Washington Elementary School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Whittier Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Wiesbrook Elem School,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,Bower Elem School,Warrenville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Clifford Johnson School,Warrenville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Jefferson Early Childhood Center,Wheaton,,,,,,,,,,,,,,,,,,,,
1.90E+14,,Westmont,15.5,29.9,37.1,17.5,15.5,27.8,41.2,15.5,24.2,27.3,36.4,12.1,18.2,39.4,36.4,6.1,100,100,100,100
1.90E+14,Westmont High School,Westmont,14.7,29.5,37.9,17.9,14.7,27.4,42.1,15.8,22.6,25.8,38.7,12.9,16.1,38.7,38.7,6.5,100,100,100,100
1.90E+14,Westmont Jr High School,Westmont,,,,,,,,,,,,,,,,,,,,
1.90E+14,J T Manning Elem School,Westmont,,,,,,,,,,,,,,,,,,,,
1.90E+14,C E Miller Elem School,Westmont,,,,,,,,,,,,,,,,,,,,
1.90E+14,South School,Westmont,,,,,,,,,,,,,,,,,,,,
1.90E+14,,Lisle,10.9,34.1,34.9,20.2,17.1,28.7,36.4,17.8,28.6,42.9,20,8.6,45.7,25.7,22.9,5.7,99.2,100,99.2,100
1.90E+14,Lisle High School,Lisle,9.8,33.3,35.8,21.1,14.6,28.5,38.2,18.7,26.7,40,23.3,10,40,26.7,26.7,6.7,100,100,100,100
1.90E+14,Lisle Jr High School,Lisle,,,,,,,,,,,,,,,,,,,,
1.90E+14,Schiesher Elem School,Lisle,,,,,,,,,,,,,,,,,,,,
1.90E+14,Tate Woods Elem School,Lisle,,,,,,,,,,,,,,,,,,,,
1.90E+14,,Naperville,9.3,23.7,32.2,34.9,11.8,18.7,39.4,30.1,31.4,35,22.9,10.8,33.6,29.6,26.9,9.9,99.5,98.7,99.5,98.7
1.90E+14,Naperville Central High School,Naperville,5.3,25,34.7,35,7.7,18.5,43.6,30.2,21.1,36.7,28.9,13.3,20,34.4,34.4,11.1,100,100,100,100
1.90E+14,Naperville North High School,Naperville,11.4,22.1,30,36.5,13.9,18.8,35.8,31.5,36.4,34.7,19.5,9.3,40.7,25.4,23.7,10.2,99.4,99.2,99.4,99.2
1.90E+14,Lincoln Jr High School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Jefferson Jr High School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Washington Jr High School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Madison Jr High School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Kennedy Junior High School,Lisle,,,,,,,,,,,,,,,,,,,,
1.90E+14,Ellsworth Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Elmwood Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Highlands Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Mill Street Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Naper Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Prairie Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Maplebrook Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Beebe Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Steeple Run Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Scott Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Ranch View Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,River Woods Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Meadow Glens Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Kingsley Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Ann Reid Early Childhood Center,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,,Aurora,9.6,25.7,34.1,30.5,12.3,21.4,37.2,29.1,29.7,37.6,22.7,9.9,35.6,29.7,27.4,7.3,99.6,98.8,99.6,98.8
1.90E+14,Waubonsie Valley High School,Aurora,14.8,27.8,32.1,25.3,18.1,25.9,35.8,20.2,34.5,38,19.7,7.7,37.3,38,19.7,4.9,99.7,100,99.7,100
1.90E+14,Neuqua Valley High School,Naperville,4.7,21.4,37.1,36.8,5,19.5,39.8,35.6,14,33.3,26.3,26.3,15.8,22.8,42.1,19.3,100,100,100,100
1.90E+14,Metea Valley High School,Aurora,9.6,29.6,32.9,27.9,14.1,20.3,36.1,29.5,28,39.4,26.5,6.1,37.1,25.8,31.8,5.3,99.9,99.2,99.9,99.2
1.90E+14,Thayer J Hill Middle School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Gordon Gregory Middle School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Francis Granger Middle School,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,Clifford Crone Middle School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Still Middle School,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,Scullen Middle School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Fischer Middle School,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,Longwood Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Robert Clow Elem Sch,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Brookdale Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Georgetown Elementary School,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,McCarty Elementary School,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,Spring Brook Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,May Watts Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Reba O Steck Elementary School,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,Patterson Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Gwendolyn Brooks Elementary,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,White Eagle Elementary,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,V Blanche Graham Elementary,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Mary Lou Cowlishaw Elementary,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Oliver Julian Kendall Elem School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Peter M Gombert Elementary Sch,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,Nancy Young Elementary School,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,Arlene Welch Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Wayne Builta Elementary School,Bolingbrook,,,,,,,,,,,,,,,,,,,,
1.90E+14,Fry Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Owen Elementary School,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Danielle-Joy Peterson Elem Sch,Naperville,,,,,,,,,,,,,,,,,,,,
1.90E+14,Prairie Children Preschool,Aurora,,,,,,,,,,,,,,,,,,,,
1.90E+14,,Elmhurst,11.7,24.1,33,31.2,14.1,21.4,37.6,26.8,36.4,37.4,18.2,8.1,42.4,26.3,22.2,9.1,99.8,99,99.8,99
1.90E+14,York Comm High School,Elmhurst,11.4,24.2,33.1,31.3,13.6,21.4,38,26.9,36.4,37.4,18.2,8.1,42.4,26.3,22.2,9.1,99.8,99,99.8,99
1.90E+14,Bryan Middle School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Churchville Middle School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Sandburg Middle  School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Edison Elem School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Conrad Fischer Elem School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Emerson Elem School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Field Elem School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Hawthorne Elem School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Jackson Elem School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Jefferson Elem School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Lincoln Elem School,Elmhurst,,,,,,,,,,,,,,,,,,,,
1.90E+14,Early Childhood,Elmhurst,,,,,,,,,,,,,,,,,,,,
2.00E+14,,Albion,13.5,52.7,29.7,4.1,40.5,29.7,24.3,5.4,23.8,57.1,19,0,66.7,19,14.3,0,100,100,100,100
2.00E+14,Edwards County High School,Albion,12.3,53.4,30.1,4.1,39.7,30.1,24.7,5.5,20,60,20,0,65,20,15,0,100,100,100,100
2.00E+14,Albion Grade School,Albion,,,,,,,,,,,,,,,,,,,,
2.00E+14,West Salem Grade School,West Salem,,,,,,,,,,,,,,,,,,,,
2.00E+14,,Junction,41.8,40,12.7,5.5,56.4,34.5,7.3,1.8,35.5,51.6,9.7,3.2,51.6,45.2,3.2,0,100,100,100,100
2.00E+14,Gallatin High School,Junction,41.8,40,12.7,5.5,56.4,34.5,7.3,1.8,35.5,51.6,9.7,3.2,51.6,45.2,3.2,0,100,100,100,100
2.00E+14,Gallatin Junior High School,Junction,,,,,,,,,,,,,,,,,,,,
2.00E+14,Gallatin Elementary School,Junction,,,,,,,,,,,,,,,,,,,,
2.00E+14,,Mc Leansboro,20,50,26.7,3.3,38.9,42.2,17.8,1.1,22.2,61.1,16.7,0,47.2,50,2.8,0,100,100,100,100
2.00E+14,Hamilton County Jr/Sr High School,Mc Leansboro,20,50,26.7,3.3,38.9,42.2,17.8,1.1,22.2,61.1,16.7,0,47.2,50,2.8,0,100,100,100,100
2.00E+14,Dahlgren Elem School,Dahlgren,,,,,,,,,,,,,,,,,,,,
2.00E+14,East Side Elementary School,Mc Leansboro,,,,,,,,,,,,,,,,,,,,
2.00E+14,Hamilton County Preschool Center,Mc Leansboro,,,,,,,,,,,,,,,,,,,,
2.00E+14,,Elizabethtown,40,37.5,17.5,5,60,27.5,12.5,0,46.7,40,13.3,0,73.3,26.7,0,0,100,100,100,100
2.00E+14,Hardin County High School,Elizabethtown,40,37.5,17.5,5,60,27.5,12.5,0,46.7,40,13.3,0,73.3,26.7,0,0,100,100,100,100
2.00E+14,Hardin County Jr High School,Elizabethtown,,,,,,,,,,,,,,,,,,,,
2.00E+14,Hardin County Elem School,Elizabethtown,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Golconda,32.3,51.6,12.9,3.2,51.6,41.9,6.5,0,40,45,15,0,70,20,10,0,96.9,100,96.9,100
2.01E+14,Pope Co High School,Golconda,32.3,51.6,12.9,3.2,51.6,41.9,6.5,0,40,45,15,0,70,20,10,0,96.9,100,96.9,100
2.01E+14,Pope County Elementary School,Golconda,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Galatia,40.9,27.3,27.3,4.5,45.5,18.2,27.3,9.1,50,28.6,14.3,7.1,57.1,14.3,21.4,7.1,100,100,100,100
2.01E+14,Galatia High School,Galatia,42.9,23.8,28.6,4.8,42.9,19,28.6,9.5,53.8,23.1,15.4,7.7,53.8,15.4,23.1,7.7,100,100,100,100
2.01E+14,Galatia Jr High,Galatia,,,,,,,,,,,,,,,,,,,,
2.01E+14,Galatia Elem School,Galatia,,,,,,,,,,,,,,,,,,,,
2.01E+14,Galatia Grade School Annex,Galatia,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Carrier Mills,66.7,20,13.3,0,76.7,23.3,0,0,76.5,17.6,5.9,0,82.4,17.6,0,0,100,100,100,100
2.01E+14,Carrier Mills-Stonefort H S,Carrier Mills,66.7,20,13.3,0,76.7,23.3,0,0,76.5,17.6,5.9,0,82.4,17.6,0,0,100,100,100,100
2.01E+14,Carrier Mills-Stonefort Elem Sch,Carrier Mills,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Harrisburg,34,39.8,16.5,7.8,55.3,31.1,10.7,1,43.3,41.7,10,1.7,63.3,25,8.3,0,92.7,90.6,92.7,90.6
2.01E+14,Harrisburg High School,Harrisburg,33.3,40.2,16.7,7.8,54.9,31.4,10.8,1,42.4,42.4,10.2,1.7,62.7,25.4,8.5,0,92.6,90.5,92.6,90.5
2.01E+14,Harrisburg Middle School,Harrisburg,,,,,,,,,,,,,,,,,,,,
2.01E+14,East Side Intermediate School,Harrisburg,,,,,,,,,,,,,,,,,,,,
2.01E+14,West Side Primary School,Harrisburg,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Eldorado,44.3,38.6,15.7,1.4,67.1,28.6,4.3,0,52.3,36.4,9.1,2.3,75,25,0,0,98.6,97.8,98.6,97.8
2.01E+14,Eldorado High School,Eldorado,44.3,38.6,15.7,1.4,67.1,28.6,4.3,0,52.3,36.4,9.1,2.3,75,25,0,0,98.6,97.8,98.6,97.8
2.01E+14,Eldorado Middle School,Eldorado,,,,,,,,,,,,,,,,,,,,
2.01E+14,Eldorado Elem School,Eldorado,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Allendale,,,,,,,,,,,,,,,,,,,,
2.01E+14,Allendale Elementary School,Allendale,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Mount Carmel,25.3,44.2,22.1,8.4,43.2,28.4,27.4,1.1,35,50,12.5,2.5,65,27.5,5,2.5,99,97.6,99,97.6
2.01E+14,Mount Carmel High School,Mount Carmel,25.3,44.2,22.1,8.4,43.2,28.4,27.4,1.1,35,50,12.5,2.5,65,27.5,5,2.5,100,100,100,100
2.01E+14,Mt Carmel Junior High School,Mount Carmel,,,,,,,,,,,,,,,,,,,,
2.01E+14,Mt Carmel Elementary School,Mount Carmel,,,,,,,,,,,,,,,,,,,,
2.01E+14,Mt Carmel Grade School,Mount Carmel,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Fairfield,,,,,,,,,,,,,,,,,,,,
2.01E+14,New Hope Elem School,Fairfield,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Geff,,,,,,,,,,,,,,,,,,,,
2.01E+14,Geff Elem School,Geff,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Fairfield,,,,,,,,,,,,,,,,,,,,
2.01E+14,Jasper Elem School,Fairfield,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Wayne City,23.5,38.2,32.4,5.9,29.4,50,20.6,0,,,,,,,,,100,,100,
2.01E+14,Wayne City High School,Wayne City,23.5,38.2,32.4,5.9,29.4,50,20.6,0,,,,,,,,,100,,100,
2.01E+14,Wayne City Attendance Center,Wayne City,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Fairfield,,,,,,,,,,,,,,,,,,,,
2.01E+14,Center Street Elem School,Fairfield,,,,,,,,,,,,,,,,,,,,
2.01E+14,North Side Elem School,Fairfield,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Cisne,34.6,34.6,30.8,0,46.2,19.2,34.6,0,46.2,30.8,23.1,0,61.5,23.1,15.4,0,100,100,100,100
2.01E+14,Cisne High School,Cisne,34.6,34.6,30.8,0,46.2,19.2,34.6,0,46.2,30.8,23.1,0,61.5,23.1,15.4,0,100,100,100,100
2.01E+14,Cisne Middle School,Cisne,,,,,,,,,,,,,,,,,,,,
2.01E+14,Mount Erie Elem School,Mount Erie,,,,,,,,,,,,,,,,,,,,
2.01E+14,Johnsonville Elem School,Johnsonville,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Fairfield,28.4,41.2,26.5,3.9,39.2,45.1,15.7,0,38.3,42.6,17,2.1,46.8,44.7,8.5,0,100,100,100,100
2.01E+14,Fairfield Comm High School,Fairfield,28.4,41.2,26.5,3.9,39.2,45.1,15.7,0,38.3,42.6,17,2.1,46.8,44.7,8.5,0,100,100,100,100
2.01E+14,,Grayville,26.9,50,19.2,3.8,46.2,38.5,15.4,0,37.5,50,12.5,0,56.3,37.5,6.3,0,100,100,100,100
2.01E+14,Grayville Jr Sr High School,Grayville,26.9,50,19.2,3.8,46.2,38.5,15.4,0,37.5,50,12.5,0,56.3,37.5,6.3,0,100,100,100,100
2.01E+14,Wells Elementary School,Grayville,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Norris City,19.1,36.2,42.6,2.1,25.5,53.2,21.3,0,23.8,38.1,33.3,4.8,19,66.7,14.3,0,100,100,100,100
2.01E+14,Norris City-Omaha-Enfield H S,Norris City,19.1,36.2,42.6,2.1,25.5,53.2,21.3,0,23.8,38.1,33.3,4.8,19,66.7,14.3,0,100,100,100,100
2.01E+14,Norris City-Omaha Elem School,Norris City,,,,,,,,,,,,,,,,,,,,
2.01E+14,Booth Elementary School,Enfield,,,,,,,,,,,,,,,,,,,,
2.01E+14,,Carmi,33,46.2,14.3,6.6,53.8,34.1,11,1.1,46.9,44.9,8.2,0,69.4,24.5,4.1,2,100,100,100,100
2.01E+14,Carmi-White County High School,Carmi,33,46.2,14.3,6.6,53.8,34.1,11,1.1,46.9,44.9,8.2,0,69.4,24.5,4.1,2,100,100,100,100
2.01E+14,Carmi White Cnty Jr High Sch,Carmi,,,,,,,,,,,,,,,,,,,,
2.01E+14,Jefferson Attendance Center,Carmi,,,,,,,,,,,,,,,,,,,,
2.01E+14,Lincoln Attendance Center,Carmi,,,,,,,,,,,,,,,,,,,,
2.01E+14,Washington Attendance Center,Carmi,,,,,,,,,,,,,,,,,,,,
2.01E+14,Prekindergarten Facility,Carmi,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Benton,,,,,,,,,,,,,,,,,,,,
2.10E+14,Benton Grade Sch 5-8,Benton,,,,,,,,,,,,,,,,,,,,
2.10E+14,Benton Grade Sch K-4,Benton,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Akin,,,,,,,,,,,,,,,,,,,,
2.10E+14,Akin Comm Cons Elem School,Akin,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Christopher,32,44,18,6,40,44,16,0,,,,,,,,,100,,100,
2.10E+14,Christopher High,Christopher,32,44,18,6,40,44,16,0,,,,,,,,,100,,100,
2.10E+14,Christopher Elem School,Christopher,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Benton,28,47.7,20.5,3.8,40.2,40.2,19.7,0,37.1,45.7,15.7,1.4,48.6,38.6,12.9,0,100,100,100,100
2.10E+14,Benton Cons High School,Benton,28,47.7,20.5,3.8,40.2,40.2,19.7,0,37.1,45.7,15.7,1.4,48.6,38.6,12.9,0,100,100,100,100
2.10E+14,,Ewing,,,,,,,,,,,,,,,,,,,,
2.10E+14,Ewing-Northern Elem School,Ewing,,,,,,,,,,,,,,,,,,,,
2.10E+14,,West Frankfort,25,45.5,19.6,9.8,34.8,44.6,18.8,1.8,37.3,41.2,11.8,9.8,49,43.1,7.8,0,97.4,94.4,97.4,94.4
2.10E+14,Frankfort Community High School,West Frankfort,25,45.5,19.6,9.8,34.8,44.6,18.8,1.8,37.3,41.2,11.8,9.8,49,43.1,7.8,0,97.4,94.4,97.4,94.4
2.10E+14,Central Jr High School,West Frankfort,,,,,,,,,,,,,,,,,,,,
2.10E+14,Denning Elementary School,West Frankfort,,,,,,,,,,,,,,,,,,,,
2.10E+14,Frankfort Intermediate School,West Frankfort,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Thompsonville,31,37.9,24.1,6.9,37.9,48.3,13.8,0,33.3,46.7,13.3,6.7,40,53.3,6.7,0,100,100,100,100
2.10E+14,Thompsonville High School,Thompsonville,31,37.9,24.1,6.9,37.9,48.3,13.8,0,33.3,46.7,13.3,6.7,40,53.3,6.7,0,100,100,100,100
2.10E+14,Thompsonville Grade  School,Thompsonville,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Zeigler,41.7,44.4,13.9,0,55.6,25,16.7,2.8,52.9,35.3,11.8,0,58.8,35.3,5.9,0,100,100,100,100
2.10E+14,Zeigler-Royalton High School,Zeigler,40,45.7,14.3,0,54.3,25.7,17.1,2.9,50,37.5,12.5,0,56.3,37.5,6.3,0,100,100,100,100
2.10E+14,Zeigler-Royalton Jr High School,Zeigler,,,,,,,,,,,,,,,,,,,,
2.10E+14,Zeigler-Royalton Elem School,Zeigler,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Sesser,17.1,56.1,24.4,2.4,26.8,48.8,24.4,0,19,66.7,9.5,4.8,23.8,57.1,19,0,97.6,95.5,97.6,95.5
2.10E+14,Sesser-Valier High School,Sesser,17.1,56.1,24.4,2.4,26.8,48.8,24.4,0,19,66.7,9.5,4.8,23.8,57.1,19,0,97.6,95.5,97.6,95.5
2.10E+14,Sesser-Valier Jr High School,Sesser,,,,,,,,,,,,,,,,,,,,
2.10E+14,Sesser-Valier Elem School,Sesser,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Goreville,31.8,31.8,31.8,4.5,34.1,50,15.9,0,30.8,30.8,38.5,0,38.5,46.2,15.4,0,100,100,100,100
2.10E+14,Goreville High School,Goreville,31.8,31.8,31.8,4.5,34.1,50,15.9,0,30.8,30.8,38.5,0,38.5,46.2,15.4,0,100,100,100,100
2.10E+14,Goreville Elementary School,Goreville,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Tunnel Hill,,,,,,,,,,,,,,,,,,,,
2.10E+14,New Simpson Hill Dist 32,Tunnel Hill,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Buncombe,,,,,,,,,,,,,,,,,,,,
2.10E+14,Buncombe Cons School,Buncombe,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Vienna,,,,,,,,,,,,,,,,,,,,
2.10E+14,Vienna Elem School Dist 55,Vienna,,,,,,,,,,,,,,,,,,,,
2.10E+14,,Cypress,,,,,,,,,,,,,,,,,,,,
