RCDTS,School Name,City,SAT Reading Total Students Level 1 PC,SAT Reading Total Students Level 2 PC,SAT Reading Total Students Level 3 PC,SAT Reading Total Students Level 4 PC,SAT Math Total Students Level 1 PC,SAT Math Total Students Level 2 PC,SAT Math Total Students Level 3 PC,SAT Math Total Students Level 4 PC,SAT Reading Total Low Income Students Level 1 PC,SAT Reading Total Low Income Students Level 2 PC,SAT Reading Total Low Income Students Level 3 PC,SAT Reading Total Low Income Students Level 4 PC,SAT Math Total Low Income Students Level 1 PC,SAT Math Total Low Income Students Level 2 PC,SAT Math Total Low Income Students Level 3 PC,SAT Math Total Low Income Students Level 4 PC,Total Students SAT Math Participation PC,Low Income Students SAT Math Participation PC,Total Students SAT ELA Participation PC,Low Income Students SAT ELA Participation PC
1.30E+14,,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,Zadok Casey Middle School,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,J L Buford Intermediate Ed Ctr,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,Dr Nick Osborne Primary Center,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,Dr Andy Hall Early Educ Ctr,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,Bethel Grade School,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,,Bluford,,,,,,,,,,,,,,,,,,,,
1.30E+14,Farrington Elem School,Bluford,,,,,,,,,,,,,,,,,,,,
1.30E+14,,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,Spring Garden Elementary School,Mount Vernon,,,,,,,,,,,,,,,,,,,,
1.30E+14,Spring Garden Middle School,Ina,,,,,,,,,,,,,,,,,,,,
1.30E+14,,Mount Vernon,38,40,18.4,3.6,48,37.6,12.8,1.6,50,39.9,8.7,1.4,58.7,33.3,6.5,1.4,95.8,94.5,95.8,94.5
1.30E+14,Mount Vernon High School,Mount Vernon,37.5,40.3,18.5,3.6,47.6,37.9,12.9,1.6,49.6,40.1,8.8,1.5,58.4,33.6,6.6,1.5,96.9,95.8,96.9,95.8
1.30E+14,,Woodlawn,30,42.5,25,2.5,37.5,47.5,10,5,,,,,,,,,100,,100,
1.30E+14,Woodlawn High School,Woodlawn,30,42.5,25,2.5,37.5,47.5,10,5,,,,,,,,,100,,100,
1.30E+14,Woodlawn Grade School,Woodlawn,,,,,,,,,,,,,,,,,,,,
1.30E+14,,Bluford,43.8,43.8,12.5,0,53.1,43.8,3.1,0,,,,,,,,,97,,97,
1.30E+14,Webber High School,Bluford,41.9,45.2,12.9,0,51.6,45.2,3.2,0,,,,,,,,,96.9,,96.9,
1.30E+14,Bluford Grade School,Bluford,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,Raccoon Cons Elem School,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Kell,,,,,,,,,,,,,,,,,,,,
1.31E+14,Kell Grade School,Kell,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Iuka,,,,,,,,,,,,,,,,,,,,
1.31E+14,Iuka Comm Cons School,Iuka,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Salem,,,,,,,,,,,,,,,,,,,,
1.31E+14,Selmaville Elem School,Salem,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Patoka,45.5,36.4,18.2,0,45.5,54.5,0,0,,,,,,,,,100,,100,
1.31E+14,Patoka Sr High School,Patoka,45.5,36.4,18.2,0,45.5,54.5,0,0,,,,,,,,,100,,100,
1.31E+14,Patoka Jr High School,Patoka,,,,,,,,,,,,,,,,,,,,
1.31E+14,Patoka Elem School,Patoka,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Salem,,,,,,,,,,,,,,,,,,,,
1.31E+14,Hawthorn Elem School,Salem,,,,,,,,,,,,,,,,,,,,
1.31E+14,Franklin Park Middle School,Salem,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,Central City Elem School,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,Centralia Jr High School,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,Field Kindergarten Center,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,Jordan Elem School,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,Centralia Jr High School,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,Schiller Elem School,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,Centralia Pre-Kindergarten Ctr,Centralia,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Centralia,33.7,41.1,19.5,5.8,38.9,41.6,19.5,0,37,43.5,13.9,3.7,48.1,37,13,0,96,93,96,93
1.31E+14,Centralia High School,Centralia,33.7,41.1,19.5,5.8,38.9,41.6,19.5,0,37,43.5,13.9,3.7,48.1,37,13,0,96,93,96,93
1.31E+14,,Kinmundy,46.2,30.8,20.5,2.6,56.4,25.6,12.8,5.1,46.7,33.3,20,0,66.7,33.3,0,0,100,100,100,100
1.31E+14,South Central High School,Farina,46.2,30.8,20.5,2.6,56.4,25.6,12.8,5.1,46.7,33.3,20,0,66.7,33.3,0,0,100,100,100,100
1.31E+14,South Central Middle School,Kinmundy,,,,,,,,,,,,,,,,,,,,
1.31E+14,South Central Elementary-Kinmundy,Kinmundy,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Sandoval,27.3,51.5,21.2,0,60.6,36.4,3,0,36.4,54.5,9.1,0,72.7,27.3,0,0,97.1,95.7,97.1,95.7
1.31E+14,Sandoval Sr High School,Sandoval,27.3,51.5,21.2,0,60.6,36.4,3,0,36.4,54.5,9.1,0,72.7,27.3,0,0,97.1,95.7,97.1,95.7
1.31E+14,Sandoval Jr High School,Sandoval,,,,,,,,,,,,,,,,,,,,
1.31E+14,Sandoval Elem School,Sandoval,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Salem,33.5,39.6,20.7,6.1,45.1,36,15.9,3,41,39.8,13.3,6,51.8,34.9,10.8,2.4,100,100,100,100
1.31E+14,Salem Community High School,Salem,33.5,39.6,20.7,6.1,45.1,36,15.9,3,41,39.8,13.3,6,51.8,34.9,10.8,2.4,100,100,100,100
1.31E+14,,Odin,41.7,37.5,20.8,0,58.3,33.3,8.3,0,40,33.3,26.7,0,66.7,20,13.3,0,96,93.8,96,93.8
1.31E+14,Odin Attendance Center 9-12,Odin,41.7,37.5,20.8,0,58.3,33.3,8.3,0,40,33.3,26.7,0,66.7,20,13.3,0,96,93.8,96,93.8
1.31E+14,Odin Attendance Center K-8,Odin,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Oakdale,,,,,,,,,,,,,,,,,,,,
1.31E+14,Oakdale Grade School,Oakdale,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Okawville,26.7,28.9,33.3,11.1,35.6,35.6,26.7,2.2,37.5,25,25,12.5,50,31.3,18.8,0,100,100,100,100
1.31E+14,Okawville Jr/Sr High School,Okawville,26.7,28.9,33.3,11.1,35.6,35.6,26.7,2.2,37.5,25,25,12.5,50,31.3,18.8,0,100,100,100,100
1.31E+14,Okawville Grade School,Okawville,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Irvington,,,,,,,,,,,,,,,,,,,,
1.31E+14,Irvington Elem School,Irvington,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Ashley,,,,,,,,,,,,,,,,,,,,
1.31E+14,Ashley Com Consolidated School,Ashley,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Nashville,,,,,,,,,,,,,,,,,,,,
1.31E+14,Nashville Grade School,Nashville,,,,,,,,,,,,,,,,,,,,
1.31E+14,,Nashville,25.3,43.2,26.3,5.3,24.2,36.8,31.6,7.4,50,50,0,0,65,25,10,0,99,95.2,99,95.2
1.31E+14,Nashville Comm High School,Nashville,22,45.1,27.5,5.5,20.9,38.5,33,7.7,47.4,52.6,0,0,63.2,26.3,10.5,0,98.9,95,98.9,95
1.50E+14,,Chicago,33.7,41.3,17.8,7.2,43.3,31.7,19.7,5.3,38,43.3,15.4,3.3,48,32.6,16.9,2.6,96.6,96.2,96.6,96.2
1.50E+14,Amundsen High School,Chicago,17,49.8,28.4,4.8,20.8,46.4,31.1,1.7,18.1,50.8,27.8,3.2,21,47.2,30.6,1.2,100,100,100,100
1.50E+14,Bogan High School,Chicago,62,33.2,4.8,0,74.9,21.9,3.2,0,63,33.5,3.5,0,76.3,20.2,3.5,0,97.4,97.2,97.4,97.2
1.50E+14,Carver Military Academy HS,Chicago,22.2,60.6,16.2,1,38.4,50.5,11.1,0,22.8,60.9,15.2,1.1,39.1,50,10.9,0,98,97.9,98,97.9
1.50E+14,Farragut Career Academy HS,Chicago,50,44.4,5.6,0,61.2,30.3,8.4,0,49.7,44.6,5.6,0,61,30.5,8.5,0,99.4,99.4,99.4,99.4
1.50E+14,Fenger Academy High School,Chicago,53.4,41.4,5.2,0,69,29.3,1.7,0,54.4,40.4,5.3,0,68.4,29.8,1.8,0,100,100,100,100
1.50E+14,Foreman High School,Chicago,57.8,38.2,4,0,63.6,30.6,5.2,0.6,57.2,38.6,4.2,0,63.3,31.3,4.8,0.6,98.9,98.8,98.9,98.8
1.50E+14,Back of The Yards IB HS,Chicago,22.5,54.9,21.3,1.2,20.9,47.5,30.3,1.2,22.5,56.4,19.9,1.3,20.8,47.9,30.1,1.3,100,100,100,100
1.50E+14,Gage Park High School,Chicago,66.1,33.9,0,0,82.3,17.7,0,0,65.6,34.4,0,0,82,18,0,0,98.4,98.4,98.4,98.4
1.50E+14,Harlan Community Academy HS,Chicago,56.2,39.7,4.1,0,75.3,23.3,1.4,0,57.1,40,2.9,0,74.3,24.3,1.4,0,100,100,100,100
1.50E+14,Harper High School,Chicago,79.4,17.6,2.9,0,88.2,11.8,0,0,81.8,18.2,0,0,90.9,9.1,0,0,100,100,100,100
1.50E+14,Hirsch Metropolitan High School,Chicago,74.3,22.9,2.9,0,88.6,8.6,2.9,0,75.8,21.2,3,0,90.9,6.1,3,0,100,100,100,100
1.50E+14,Hubbard High School,Chicago,45.3,39.7,14.4,0.6,56.5,31,11.2,1.3,45.5,39.8,14,0.7,56.6,31.2,11.1,1.1,99.4,99.3,99.4,99.3
1.50E+14,Hyde Park Academy High School,Chicago,57.5,39.8,2.7,0,69.4,28.5,2.2,0,58.2,39.7,2.2,0,70.1,28.3,1.6,0,99.5,99.5,99.5,99.5
1.50E+14,Kelly High School,Chicago,42,44.7,11.9,1.4,49.2,35.2,14.1,1.4,43,44.5,11.2,1.3,49.9,35.2,13.6,1.3,96.8,96.7,96.8,96.7
1.50E+14,Kelvyn Park High School,Chicago,55.2,35.8,4.5,0,62.7,28.4,4.5,0,55.4,36.9,4.6,0,63.1,29.2,4.6,0,90.1,91.3,90.1,91.3
1.50E+14,Kennedy High School,Chicago,20.2,52.3,23.3,4.2,34.5,45.6,18.8,1.1,22.7,54.2,20.3,2.8,37.4,46.2,15.4,1,99.2,99.3,99.2,99.3
1.50E+14,Kenwood Academy High School,Chicago,9.7,49.7,31.5,9.1,19.6,43,32,5.4,13.5,55.2,25.6,5.8,23.3,46.2,28.3,2.2,99.7,99.6,99.7,99.6
1.50E+14,Lake View High School,Chicago,30.3,49.8,16.3,3.6,39.7,40.7,18.9,0.7,33.6,50.2,13.8,2.4,41.7,42.1,15.8,0.4,97.8,98,97.8,98
1.50E+14,Lane Technical High School,Chicago,0.2,13.1,51.6,35.2,0.5,13.6,59.3,26.6,0,19.4,58.3,22.4,0.6,17.9,62.6,19,100,100,100,100
1.50E+14,Marshall Metropolitan High School,Chicago,61.3,37.5,1.3,0,82.5,16.3,1.3,0,61.5,37.2,1.3,0,82.1,16.7,1.3,0,100,100,100,100
1.50E+14,Mather High School,Chicago,36.5,49.2,13.5,0.8,39.9,35.7,22.8,1.7,38,47.9,13.1,1,41.2,34.5,22.7,1.6,97.8,97.5,97.8,97.5
1.50E+14,Morgan Park High School,Chicago,28.3,64.5,7.2,0,54.5,38.4,7.2,0,29.7,63,7.3,0,54.5,38.2,7.3,0,99.6,99.6,99.6,99.6
1.50E+14,Phillips Academy High School,Chicago,49.3,46.3,4.5,0,62.7,29.9,7.5,0,50.4,45.6,4,0,64,28,8,0,100,100,100,100
1.50E+14,Roosevelt High School,Chicago,52.8,40.4,5.2,1.6,65.8,28.5,5.2,0.5,54.6,40,4.3,1.1,68.6,25.9,5.4,0,100,100,100,100
1.50E+14,Schurz High School,Chicago,48.9,40.8,8.1,2.1,59.8,33,6.9,0.3,50.5,40.2,7.6,1.7,60.8,32.6,6.3,0.3,96.8,97.1,96.8,97.1
1.50E+14,Senn High School,Chicago,35,45.2,17.8,2,38.6,37,22.4,2,39.5,43.4,15.9,1.2,41.1,36.8,20.5,1.6,100,100,100,100
1.50E+14,King College Prep High School,Chicago,6.8,59.5,31.8,2,17.6,52,30.4,0,5.7,60.7,32,1.6,12.3,57.4,30.3,0,100,100,100,100
1.50E+14,Steinmetz College Prep HS,Chicago,50.8,41,7.8,0.4,60.7,29.9,9.4,0,52,40.7,7.2,0,61.1,30.3,8.6,0,99.6,99.5,99.6,99.5
1.50E+14,Sullivan High School,Chicago,61.9,34.3,3.7,0,64.9,31.3,3.7,0,63.4,33.3,3.3,0,67.5,28.5,4.1,0,99.3,99.2,99.3,99.2
1.50E+14,Taft High School,Chicago,22.4,45.2,26.8,5.6,38,38.3,20.6,3.1,29.2,48.7,19.7,2.4,47,36.1,15,1.9,98.9,99.3,98.9,99.3
1.50E+14,Tilden Career Communty Academy HS,Chicago,60.7,36.1,1.6,1.6,73.8,21.3,3.3,1.6,60,38.2,1.8,0,72.7,23.6,3.6,0,100,100,100,100
1.50E+14,Von Steuben Metro Science HS,Chicago,13.4,54.2,28.5,4,18.1,40.6,37.1,4.2,14.2,58.4,24.8,2.6,20,42.6,34.5,2.9,98.8,98.7,98.8,98.7
1.50E+14,Lincoln Park High School,Chicago,10.8,36.1,37.3,15.8,12.7,33.7,44.8,8.7,14.2,45.9,33.5,6.4,17.2,36.9,39.5,6.4,99.8,100,99.8,100
1.50E+14,Washington G High School,Chicago,30.2,51.3,16.7,1.8,41.3,44,13.8,0.9,32.1,51.7,14.9,1.3,43.2,43.8,12.4,0.6,99.7,99.7,99.7,99.7
1.50E+14,Wells Community Academy HS,Chicago,58.2,38.2,3.6,0,61.8,29.1,9.1,0,58,40,2,0,64,30,6,0,100,100,100,100
1.50E+14,Crane Medical Prep HS,Chicago,33.6,54.2,10.7,1.5,40.5,43.5,16,0,35.3,54.3,9.5,0.9,40.5,44.8,14.7,0,100,100,100,100
1.50E+14,Disney II Magnet HS,Chicago,16,38.3,38.3,7.4,34,48.9,17,0,19,48.3,32.8,0,44.8,46.6,8.6,0,100,100,100,100
1.50E+14,Chicago Vocational Career Acad HS,Chicago,57.1,38.6,3.8,0.5,76.2,21.4,2.4,0,57.4,38.1,4.1,0.5,76.6,20.8,2.5,0,97.2,97,97.2,97
1.50E+14,Dunbar Vocational Career Acad HS,Chicago,60.7,37.1,2.2,0,83.1,16.9,0,0,61.4,36.4,2.3,0,83,17,0,0,98.9,98.9,98.9,98.9
1.50E+14,Jones College Prep High School,Chicago,0.2,8.5,36.3,54.9,1.1,7.6,52.6,38.6,0,13,43.2,43.8,2.1,8.9,58.2,30.8,99.5,99.3,99.5,99.3
1.50E+14,Prosser Career Academy HS,Chicago,24.4,58.7,16.3,0.6,36.9,45.5,17.6,0,24.3,59,16,0.7,36.8,45.1,18.1,0,98.7,99,98.7,99
1.50E+14,Richards Career Academy HS,Chicago,80,15.4,4.6,0,86.2,12.3,1.5,0,78.7,16.4,4.9,0,85.2,13.1,1.6,0,100,100,100,100
1.50E+14,Simeon Career Academy High School,Chicago,38.3,55.6,5.3,0.8,62.6,35,2.5,0,40.6,53,5.5,0.9,63,34.7,2.3,0,98.8,98.6,98.8,98.6
1.50E+14,Corliss High School,Chicago,61.6,37.2,1.2,0,80.2,19.8,0,0,64,34.7,1.3,0,81.3,18.7,0,0,100,100,100,100
1.50E+14,Clemente Community Academy HS,Chicago,53.6,37.6,8.3,0.6,68,30.9,1.1,0,53.8,37.4,8.2,0.6,67.3,31.6,1.2,0,98.4,98.3,98.4,98.3
1.50E+14,Manley Career Academy High School,Chicago,92.3,7.7,0,0,88.5,11.5,0,0,92,8,0,0,88,12,0,0,96.3,96.2,96.3,96.2
1.50E+14,Curie Metropolitan High School,Chicago,36.2,51.2,11.6,0.9,45.5,37.9,14.9,1.7,36.1,51.4,11.5,1,45.5,37.8,15.3,1.5,98.9,98.9,98.9,98.9
1.50E+14,Julian High School,Chicago,67.8,29.5,2.7,0,82.9,16.4,0.7,0,67.9,29.2,2.9,0,82.5,16.8,0.7,0,100,100,100,100
1.50E+14,Young Magnet High School,Chicago,2.3,8.1,34.3,55.3,2.5,8.8,44.5,44.2,3.5,11.6,45.5,39.4,4,13.6,51,31.3,99.5,99,99.5,99
1.50E+14,Robeson High School,Chicago,80,16.7,3.3,0,86.7,10,3.3,0,80,16.7,3.3,0,86.7,10,3.3,0,100,100,100,100
1.50E+14,Juarez Community Academy HS,Chicago,45.3,48.4,6.3,0,64.3,30.9,4.8,0,45.8,47.6,6.6,0,65.3,30.4,4.2,0,97.3,97.7,97.3,97.7
1.50E+14,Chicago HS for Agricult Sciences,Chicago,6.1,45.3,37.2,11.5,29.1,38.5,29.7,2.7,8.9,53.6,32.1,5.4,33.9,44.6,19.6,1.8,100,100,100,100
1.50E+14,Hancock College Preparatory HS,Chicago,3.8,46,42.3,8,5.6,42.3,50.2,1.9,3.7,45.2,42.6,8.5,5.3,43.1,49.5,2.1,100,100,100,100
1.50E+14,Brooks College Prep Academy HS,Chicago,4.6,32.1,51.4,11.9,4.6,40.8,51.4,3.2,4.5,34.2,52.3,9,3.9,41.3,51,3.9,100,100,100,100
1.50E+14,Northside College Preparatory Hs,Chicago,0.4,1.9,25.9,71.9,0.7,5.6,37,56.7,0.8,3.8,43.5,51.9,0.8,11.5,46.6,41.2,99.6,100,99.6,100
1.50E+14,Chicago Military Academy HS,Chicago,15.2,73.9,10.9,0,45.7,52.2,2.2,0,15,77.5,7.5,0,52.5,45,2.5,0,100,100,100,100
1.50E+14,Payton College Preparatory HS,Chicago,0.9,0,18.9,80.2,0.9,1.4,30.4,67.3,1.5,0,37.9,60.6,1.5,1.5,47,50,99.1,100,99.1,100
1.50E+14,Hope College Prep High School,Chicago,76.9,23.1,0,0,92.3,7.7,0,0,83.3,16.7,0,0,91.7,8.3,0,0,100,100,100,100
1.50E+14,Phoenix Military Academy HS,Chicago,15,60,21.7,3.3,33.3,39.2,25,2.5,14.7,60.6,22,2.8,33,39.4,24.8,2.8,100,100,100,100
1.50E+14,Spry Community Links High School,Chicago,57.9,39.5,2.6,0,68.4,26.3,5.3,0,57.9,39.5,2.6,0,68.4,26.3,5.3,0,97.4,97.4,97.4,97.4
1.50E+14,Chicago Academy High School,Chicago,28.4,49.3,20.9,1.5,50,36.6,13.4,0,30.3,49.5,19.3,0.9,50.5,38.5,11,0,97.1,96.5,97.1,96.5
1.50E+14,Bowen High School,Chicago,59.5,35.4,5.1,0,77.2,21.5,1.3,0,61.6,32.9,5.5,0,76.7,21.9,1.4,0,98.8,98.6,98.8,98.6
1.50E+14,North-Grand High School,Chicago,43.1,51.2,5.7,0,46.7,42.3,10.6,0.4,44.2,51.1,4.8,0,48.5,40.3,10.8,0.4,99.6,99.6,99.6,99.6
1.50E+14,Raby High School,Chicago,64.3,33.3,2.4,0,73.8,26.2,0,0,63.9,33.7,2.4,0,73.5,26.5,0,0,98.8,98.8,98.8,98.8
1.50E+14,Clark Acad Prep Magnet High Schl,Chicago,58.8,36.8,4.4,0,73.7,22.8,3.5,0,57.8,38.9,3.3,0,72.2,24.4,3.3,0,100,100,100,100
1.50E+14,Rickover Naval Academy High Schl,Chicago,21.5,61.2,17.4,0,38,47.1,14,0.8,21.8,61.8,16.4,0,37.3,47.3,14.5,0.9,99.2,99.1,99.2,99.1
1.50E+14,Uplift Community High School,Chicago,60,30,8,2,68,24,8,0,58.3,31.3,8.3,2.1,68.8,22.9,8.3,0,100,100,100,100
1.50E+14,World Language High School,Chicago,36.5,45.9,14.9,2.7,59.5,24.3,16.2,0,36.6,46.5,14.1,2.8,60.6,23.9,15.5,0,98.7,98.6,98.7,98.6
1.50E+14,Douglass Academy High School,Chicago,69.2,30.8,0,0,96.2,3.8,0,0,68,32,0,0,96,4,0,0,92.9,92.6,92.9,92.6
1.50E+14,Devry Advantage Academy High Schl,Chicago,5.8,58.3,29.1,6.8,13.6,51.5,29.1,5.8,5.3,58.7,29.3,6.7,14.7,56,24,5.3,100,100,100,100
1.50E+14,Lindblom Math & Science Acad HS,Chicago,1.8,41.2,46.6,10.4,5.7,42.3,47.3,4.7,2,47,43.9,7.1,6.1,44.4,45.5,4,99.6,99.5,99.6,99.5
1.50E+14,Bronzeville Scholastic HS,Chicago,60.2,38.6,1.2,0,77.1,21.7,1.2,0,61,37.7,1.3,0,75.3,23.4,1.3,0,100,100,100,100
1.50E+14,School of Social Justice HS,Chicago,51.1,41.1,7.8,0,64.4,28.9,6.7,0,50.6,41.6,7.9,0,65.2,28.1,6.7,0,100,100,100,100
1.50E+14,Multicultural Acad of Scholarshp HS,Chicago,48.5,47,4.5,0,71.2,21.2,7.6,0,48.5,47,4.5,0,71.2,21.2,7.6,0,100,100,100,100
1.50E+14,Infinity Math  Science & Tech HS,Chicago,27.4,56.6,15.9,0,28.3,46.9,21.2,3.5,26.9,56.5,16.7,0,27.8,48.1,20.4,3.7,100,100,100,100
1.50E+14,Collins Academy High School,Chicago,69.2,26.9,3.8,0,73.1,23.1,3.8,0,69.2,26.9,3.8,0,73.1,23.1,3.8,0,100,100,100,100
1.50E+14,Team Englewood Comm Acad HS,Chicago,66.7,25,8.3,0,87.5,8.3,4.2,0,65.2,26.1,8.7,0,87,8.7,4.3,0,100,100,100,100
1.50E+14,Austin College and Career Academy High School,Chicago,78.7,19.1,2.1,0,85.1,12.8,2.1,0,78.7,19.1,2.1,0,85.1,12.8,2.1,0,100,100,100,100
1.50E+14,Orr Academy High School,Chicago,70.8,29.2,0,0,77.1,22.9,0,0,70.8,29.2,0,0,77.1,22.9,0,0,100,100,100,100
1.50E+14,Air Force Acad High School,Chicago,39.4,56.1,4.5,0,45.5,43.9,9.1,1.5,41.4,53.4,5.2,0,44.8,43.1,10.3,1.7,100,100,100,100
1.50E+14,Alcott Humanities High School,Chicago,43.5,50,6.5,0,41.9,43.5,14.5,0,43.1,49,7.8,0,43.1,41.2,15.7,0,98.4,98.1,98.4,98.1
1.50E+14,Chicago Technology Academy HS,Chicago,59.1,29.5,11.4,0,70.5,22.7,6.8,0,61.9,31,7.1,0,73.8,21.4,4.8,0,100,100,100,100
1.50E+14,Chicago HS for the Arts,Chicago,12.4,47.4,29.9,10.2,41.6,42.3,13.9,2.2,18,49.2,29.5,3.3,44.3,44.3,11.5,0,100,100,100,100
1.50E+14,Ogden Int High School,Chicago,19.2,47.4,30.8,2.6,35.9,42.3,21.8,0,24,46,28,2,42,38,20,0,100,100,100,100
1.50E+14,Williams Medical Prep High Sch,Chicago,40.8,51,8.2,0,81.6,18.4,0,0,40.8,51,8.2,0,81.6,18.4,0,0,100,100,100,100
1.50E+14,Westinghouse High School,Chicago,5.7,52.9,36.9,4.6,9.5,45.6,42.6,2.3,6.2,52.2,38.3,3.3,9.6,43.1,45.5,1.9,100,100,100,100
1.50E+14,Solorio Academy High School,Chicago,26.1,48.6,21.4,3.9,28,37.7,30.4,3.9,25.4,48.8,21.8,4,27.4,38.7,29.8,4,100,100,100,100
1.50E+14,South Shore Intl Col Prep HS,Chicago,19.2,67.7,12.3,0.8,43.1,50,6.2,0.8,24,66,10,0,46,50,4,0,100,100,100,100
1.50E+14,Goode STEM Academy HS,Chicago,38.2,50.5,9.4,1.9,48.1,38.2,12.7,0.9,38.7,49.7,9.9,1.6,48.2,37.2,13.6,1,100,100,100,100
1.50E+14,Chicago Excel Academy HS,Chicago,67,27.3,2.3,0,88.6,8,0,0,66.7,27.6,2.3,0,88.5,8,0,0,91.4,91.3,91.4,91.3
1.50E+14,Walter Henri Dyett High School for the Arts,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Jackson M Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Green  W Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Addams Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Agassiz Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Alcott Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Aldridge Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Armour Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Armstrong G Elem IntL Studies,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Audubon Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Avalon Park Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Barnard Elem Comp Math & Sci Ctr,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Barry Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Barton Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bass Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bateman Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Nicholson Technology Acad Elem Sch,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Beaubien Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Beethoven Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Beidler Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Belding Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bell Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bennett Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Black Magnet Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Blaine Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bond Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Boone Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bradwell Comm Arts & Sci Elem Sch,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Haley Elem Academy,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Brennemann Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Brentano Elem Math & Science Acad,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bridge Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bright Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Brown  W Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Brownell Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Bouchet Elem Math & Science Acad,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Budlong Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Burbank Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Burke Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
1.50E+14,Burley Elem School,Chicago,,,,,,,,,,,,,,,,,,,,
